platform,construct,indicator,n,plspm_weight,plspm_boot_mean,plspm_boot_se,plspm_t_stat,plspm_ci_lo,plspm_ci_hi,plspm_p_value,plspm_sig,smartpls_weight,smartpls_sig,abs_diff,sign_match,sig_match
audible,Heuristic,rating_deviation,92989,0.581117026267793,0.5785446959597627,0.048481527466607235,11.986359684480872,0.48404664453906815,0.6716080577646707,0.0,***,0.582,***,0.0008829737322069153,1,1
audible,Heuristic,title_length,92989,0.16796996299270242,0.1672961368020857,0.04983519300426364,3.370508928867433,0.07077034227613323,0.2660079096119839,0.0007502947448425612,***,0.142,**,0.025969962992702433,1,0
audible,Heuristic,recency,92989,0.7517128706358701,0.750047152435074,0.04046586002708739,18.576470885153114,0.6694130410451388,0.8249495136152506,0.0,***,0.755,***,0.0032871293641298927,1,1
audible,Systematic,depth,92989,1.0159313256568296,1.013889810084197,0.019133179777486208,53.09788218538898,0.9753655746186859,1.050575603819052,0.0,***,1.028,***,0.012068674343170382,1,1
audible,Systematic,breadth,92989,0.050992234697068914,0.04783641906547565,0.03326570840518827,1.5328768615405748,-0.02192093703668591,0.10598802671434003,0.1253061979735013,n.s.,-0.108,***,0.1589922346970689,0,0
audible,Systematic,readability,92989,0.045012028633201785,0.04388698604813902,0.01907027523858298,2.360324015782082,0.0040845010828923995,0.08007255490840214,0.018258979322721247,*,0.048,***,0.002987971366798216,1,0
audible,Systematic,arousal,92989,-0.05824232924271896,-0.05902312792109431,0.025534438712661988,-2.28093242612918,-0.11035731172548034,-0.010985930606174648,0.022552445807465293,*,-0.034,n.s.,0.024242329242718956,1,0
